abbrev,correct title,title1_votes,title1,title2,title3,correct url,url1_votes,url1,url2,url3
COMBINATORICA,combinatorica,3,combinatorica,,,http://www.springer.com/mathematics/journal/493?detailsPage=editorialBoard,1,http://www.springer.com/mathematics/journal/493?detailsPage=editorialBoard,http://www.springer.com/mathematics/journal/493/PS2?detailsPage=editorialBoard,http://www.springer.com/mathematics/journal/493
B BRAZ MATH SOC,bulletin of the brazilian mathematical society,2,bulletin of the brazilian mathematical society,"bulletin of the brazilian mathematical society, new series",,http://www.springer.com/mathematics/journal/574/PS2?detailsPage=editorialBoard,2,http://www.springer.com/mathematics/journal/574/PS2?detailsPage=editorialBoard,http://www.springer.com/mathematics/journal/574,
MONATSH MATH,monatshefte für mathematik,3,monatshefte fÃ¼r mathematik,,,http://www.springer.com/mathematics/journal/605/PS2?detailsPage=editorialBoard,2,http://www.springer.com/mathematics/journal/605/PS2?detailsPage=editorialBoard,http://www.springer.com/mathematics/journal/605,
B MATH BIOL,bulletin of mathematical biology,2,bulletin of mathematical biology,,,http://www.springer.com/mathematics/mathematical+biology/journal/11538/PS2?detailsPage=editorialBoard,1,http://www.springer.com/mathematics/mathematical+biology/journal/11538/PS2?detailsPage=editorialBoard,http://www.springer.com/mathematics/mathematical+biology/journal/11538,http://www.springer.com/journal/11538/edboard
J MATH BIOL,journal of mathematical biology,3,journal of mathematical biology,,,http://www.springer.com/mathematics/mathematical+biology/journal/285/PS2?detailsPage=editorialBoard,2,http://www.springer.com/mathematics/mathematical+biology/journal/285/PS2?detailsPage=editorialBoard,http://www.springer.com/mathematics/mathematical+biology/journal/285/PSE?detailsPage=editorialBoard,
RAMANUJAN J,the ramanujan journal,3,the ramanujan journal,,,http://www.springer.com/mathematics/numbers/journal/11139?detailsPage=editorialBoard,2,http://www.springer.com/mathematics/numbers/journal/11139?detailsPage=editorialBoard,,
COMPUT MATH ORGAN TH,computational and mathematical organization theory,2,computational and mathematical organization theory,comput math organ th,,http://www.springer.com/new+&+forthcoming+titles+(default)/journal/10588/PS2?detailsPage=editorialBoard,3,http://www.springer.com/new+&+forthcoming+titles+(default)/journal/10588/PS2?detailsPage=editorialBoard,,
ACTA BIOTHEOR,acta biotheoretica,3,acta biotheoretica,,,http://www.springer.com/philosophy/epistemology+and+philosophy+of+science/journal/10441?detailsPage=editorialBoard,2,http://www.springer.com/philosophy/epistemology+and+philosophy+of+science/journal/10441?detailsPage=editorialBoard,http://www.springer.com/philosophy/epistemology+and+philosophy+of+science/journal/10441/PS2?detailsPage=editorialBoard,
J ENG MATH,journal of engineering mathematics,3,journal of engineering mathematics,,,http://www.springer.com/physics/classical+continuum+physics/journal/10665?detailsPage=editorialBoard,2,http://www.springer.com/physics/classical+continuum+physics/journal/10665?detailsPage=editorialBoard,http://www.springer.com/physics/classical+continuum+physics/journal/10665/PS2?detailsPage=editorialBoard,
ARCH RATION MECH AN,archive for rational mechanics and analysis,3,archive for rational mechanics and analysis,,,http://www.springer.com/physics/classical+continuum+physics/journal/205?detailsPage=editorialBoard,2,http://www.springer.com/physics/classical+continuum+physics/journal/205?detailsPage=editorialBoard,http://www.springer.com/physics/classical+continuum+physics/journal/205/PS2?detailsPage=editorialBoard,
OPEN SYST INF DYN,open systems and information dynamics,3,open systems and information dynamics,,,http://www.springer.com/physics/complexity/journal/11080?detailsPage=editorialBoard,3,http://www.springer.com/physics/complexity/journal/11080?detailsPage=editorialBoard,,
MATH PHYS ANAL GEOM,"mathematical physics, analysis and geometry",1,"mathematical physics, analysis and geometry","journal of mathematical physics, analysis, geometry",mathematical physics analysis and geometry,"http://www.springer.com/physics/theoretical,+mathematical+&+computational+physics/journal/11040?detailsPage=editorialBoard",3,"http://www.springer.com/physics/theoretical,+mathematical+&+computational+physics/journal/11040?detailsPage=editorialBoard",,
PSYCHOMETRIKA,psychometrika,3,psychometrika,,,http://www.springer.com/psychology/journal/11336?detailsPage=editorialBoard,2,http://www.springer.com/psychology/journal/11336?detailsPage=editorialBoard,http://www.psychometricsociety.org/content/editors-and-associate-editors,
LECT NOTES MATH,lecture notes in mathematics,3,lecture notes in mathematics,,,http://www.springer.com/series/304,3,http://www.springer.com/series/304,,
EXTREMES,"extremes: statistical theory and applications in science, engineering and economics",2,"extremes: statistical theory and applications in science, engineering and economics",extremes,,http://www.springer.com/statistics/journal/10687?detailsPage=editorialBoard,2,http://www.springer.com/statistics/journal/10687?detailsPage=editorialBoard,http://www.springer.com/statistics/journal/10687,
LIFETIME DATA ANAL,lifetime data analysis,3,lifetime data analysis,,,http://www.springer.com/statistics/journal/10985/PS2?detailsPage=editorialBoard,2,http://www.springer.com/statistics/journal/10985/PS2?detailsPage=editorialBoard,http://www.springer.com/statistics/journal/10985,
J AGR BIOL ENVIR ST,"journal of agricultural, biological, and environmental statistics",3,"journal of agricultural, biological, and environmental statistics",,,"http://www.springer.com/statistics/life+sciences,+medicine+&+health/journal/13253/PS2?detailsPage=editorialBoard",2,"http://www.springer.com/statistics/life+sciences,+medicine+&+health/journal/13253/PS2?detailsPage=editorialBoard","http://www.springer.com/statistics/life+sciences,+medicine+&+health/journal/13253",
J CLASSIF,journal of classification,3,journal of classification,,,http://www.springer.com/statistics/statistical+theory+and+methods/journal/357/PS2?detailsPage=editorialBoard,2,http://www.springer.com/statistics/statistical+theory+and+methods/journal/357/PS2?detailsPage=editorialBoard,http://www.springer.com/statistics/statistical+theory+and+methods/journal/357?cm_mmc=sgw-_-ps-_-journal-_-00357&detailsPage=editorialBoard,
STUD LOGICA,studia logica,2,studia logica,studia logica impact factor,,http://www.studialogica.org,2,http://www.studialogica.org/,http://www.bioxbio.com/if/html/STUD-LOGICA.html,
THEOR APPL CATEG,theory and applications of categories,3,theory and applications of categories,,,http://www.tac.mta.ca/tac/geninfo.html,3,http://www.tac.mta.ca/tac/geninfo.html,,
DYNAM SYST,dynamical systems,1,dynamic systems and applications,dynamical systems an international journal,dynamical systems,http://www.tandfonline.com/action/journalInformation?journalCode=cdss20&show=editorialBoard,2,http://www.tandfonline.com/action/journalInformation?journalCode=cdss20&show=editorialBoard,http://www.dynamicpublishers.org/journals/index.php/DSA,
INT J COMPUT MATH,international journal of computer mathematics,3,international journal of computer mathematics,,,http://www.tandfonline.com/action/journalInformation?journalCode=gcom20&show=editorialBoard,3,http://www.tandfonline.com/action/journalInformation?journalCode=gcom20&show=editorialBoard,,
COMPLEX VAR ELLIPTIC,complex variables and elliptic equations,1,complex variables and elliptic equations journal,complex variables and elliptic equations: an international journal,complex variables and elliptic equations,http://www.tandfonline.com/action/journalInformation?journalCode=gcov20&show=editorialBoard,1,http://www.tandfonline.com/action/journalInformation?journalCode=gcov20&show=editorialBoard,http://www.tandfonline.com/doi/abs/10.1080/17476933.2012.739937,
INTEGR TRANSF SPEC F,integral transforms and special functions,3,integral transforms and special functions,,,http://www.tandfonline.com/action/journalInformation?journalCode=gitr20&show=editorialBoard,2,http://www.tandfonline.com/action/journalInformation?journalCode=gitr20&show=editorialBoard,http://www.tandfonline.com/loi/gitr20,
LINEAR MULTILINEAR A,linear and multilinear algebra,3,linear and multilinear algebra,,,http://www.tandfonline.com/action/journalInformation?journalCode=glma20&show=editorialBoard,2,http://www.tandfonline.com/action/journalInformation?journalCode=glma20&show=editorialBoard,http://www.combinatorics.net/journals/jhomes/LinMulAlg.html,
MATH POPUL STUD,mathematical population studies,2,mathematical population studies,mathematical population studies impact factor,,http://www.tandfonline.com/action/journalInformation?journalCode=GMPS20&show=editorialBoard,1,http://www.bioxbio.com/if/html/MATH-POPUL-STUD.html,http://www.tandfonline.com/action/journalInformation?journalCode=GMPS20&show=editorialBoard,
OPTIM METHOD SOFTW,optimization methods and software,3,optimization methods and software,,,http://www.tandfonline.com/action/journalInformation?journalCode=goms20&show=editorialBoard,1,http://www.tandfonline.com/action/journalInformation?journalCode=goms20&show=editorialBoard,http://www.tandfonline.com/doi/full/10.1080/10556788.2014.955327,http://www.tandfonline.com/page/authors/editors
OPTIMIZATION,optimization a journal of mathematical programming and operations research,2,optimization a journal of mathematical programming and operations research,optimization,,http://www.tandfonline.com/action/journalInformation?journalCode=gopt20&show=editorialBoard,3,http://www.tandfonline.com/action/journalInformation?journalCode=gopt20&show=editorialBoard,,
SAR QSAR ENVIRON RES,sar and qsar in environmental research,3,sar and qsar in environmental research,,,http://www.tandfonline.com/action/journalInformation?journalCode=gsar20&show=editorialBoard,3,http://www.tandfonline.com/action/journalInformation?journalCode=gsar20&show=editorialBoard,,
MULTIVAR BEHAV RES,multivariate behavioral research,3,multivariate behavioral research,,,http://www.tandfonline.com/action/journalInformation?journalCode=hmbr20&show=editorialBoard,2,http://www.tandfonline.com/action/journalInformation?journalCode=hmbr20&show=editorialBoard,,
STRUCT EQU MODELING,structural equation modeling: a multidisciplinary journal,2,structural equation modeling: a multidisciplinary journal,structural equation modeling a multidisciplinary journal (struct equ modeling),,http://www.tandfonline.com/action/journalInformation?journalCode=hsem20&show=editorialBoard,2,http://www.tandfonline.com/action/journalInformation?journalCode=hsem20&show=editorialBoard,http://www.researchgate.net/journal/1070-5511_Structural_Equation_Modeling_A_Multidisciplinary_Journal,
STOCH ANAL APPL,stochastic analysis and applications,3,stochastic analysis and applications,,,http://www.tandfonline.com/action/journalInformation?journalCode=lsaa20&show=editorialBoard,1,http://www.tandfonline.com/action/journalInformation?journalCode=lsaa20&show=editorialBoard,,
QUANT FINANC,quantitative finance,3,quantitative finance,,,http://www.tandfonline.com/action/journalInformation?journalCode=rquf20&show=editorialBoard,1,http://www.tandfonline.com/loi/rquf20,http://www.tandfonline.com/action/journalInformation?journalCode=rquf20&show=editorialBoard,
SCAND ACTUAR J,scandinavian actuarial journal,2,scandinavian actuarial journal,scandinavian actuarial journal impact factor,,http://www.tandfonline.com/action/journalInformation?journalCode=sact20&show=editorialBoard,1,http://www.tandfonline.com/doi/abs/10.1080/03461238.2014.967449?journalCode=sact20,http://www.tandfonline.com/action/journalInformation?journalCode=sact20&show=editorialBoard,http://www.journals.elsevier.com/scandinavian-journal-of-management/editorial-board/
J BIOL DYNAM,journal of biological dynamics,3,journal of biological dynamics,,,http://www.tandfonline.com/action/journalInformation?journalCode=tjbd20&show=editorialBoard,3,http://www.tandfonline.com/action/journalInformation?journalCode=tjbd20&show=editorialBoard,,
J MATH MUSIC,journal of mathematics and music,2,journal of mathematics and music,journal of the society for mathematics and computation in music,,http://www.tandfonline.com/action/journalInformation?journalCode=tmam20&show=editorialBoard,1,http://www.tandfonline.com/action/journalInformation?journalCode=tmam20&show=editorialBoard,http://www.smcm-net.info/,
MATH COMP MODEL DYN,mathematical and computer modelling of dynamical systems,2,mathematical and computer modelling of dynamical systems,mathematical and computer modelling,,http://www.tandfonline.com/action/journalInformation?journalCode=tmam20&show=editorialBoard,1,http://www.tandfonline.com/toc/nmcm20/current,http://www.tandfonline.com/action/journalInformation?journalCode=nmcm20&show=editorialBoard,
STAT BIOPHARM RES,statistics in biopharmaceutical research,3,statistics in biopharmaceutical research,,,http://www.tandfonline.com/action/journalInformation?journalCode=usbr20&show=editorialBoard,1,http://www.tandfonline.com/doi/full/10.1080/19466315.2015.1116846,http://www.tandfonline.com/action/journalInformation?journalCode=usbr20&show=editorialBoard,http://www.tandfonline.com/loi/usbr20
J DIFFER EQU APPL,journal of difference equations and applications,3,journal of difference equations and applications,,,http://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=gdea20#.Vp2qeZMrLMV,1,http://www.tandfonline.com/toc/gdea20/current,http://www.journals.elsevier.com/journal-of-differential-equations/editorial-board/,http://www.tandfonline.com/doi/full/10.1080/10236198.2015.1125057
INVERSE PROBL SCI EN,inverse problems in science and engineering,2,inverse problems in science and engineering,inverse problems,,http://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=gipe20#.Vp4v4zagRAQ,2,http://iopscience.iop.org/0266-5611/page/Editorial,http://www.tandfonline.com/openurl?genre=journal&issn=1741-5977,
J MATH SOCIOL,journal of mathematical sociology,2,journal of mathematical sociology,journal of  mathematical sociology,,http://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=gmas20#.Vp4wzzagRAQ,2,http://www.researchgate.net/journal/0022-250X_Journal_of_Mathematical_Sociology,http://www.pitt.edu/~pitpat/jmspage1.htm,
STUD APPL MATH,studies in applied mathematics,3,studies in applied mathematics,,,http://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=gssr20#.Vp2ko5MrLMU,2,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9590/homepage/EditorialBoard.html,http://www.researchgate.net/journal/1467-9590_Studies_in_Applied_Mathematics,
COMMUN ALGEBRA,communications in algebra,3,communications in algebra,,,http://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=lagb20#.Vp60rjagRAQ,1,http://www.researchgate.net/journal/0092-7872_Communications_in_Algebra,http://www.tandfonline.com/doi/abs/10.1080/00927879208824472,
ECONOMET REV,econometric reviews,3,econometric reviews,,,http://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=lecr20#.Vp2oXJMrLMU,1,http://journalseek.net/cgi-bin/journalseek/journalsearch.cgi?field=issn&query=0747-4938,,
COMMUN PART DIFF EQ,communications in partial differential equations,3,communications in partial differential equations,,,http://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=lpde20#.Vp60jjagRAQ,1,http://www.tandfonline.com/doi/full/10.1080/03605302.2011.631769,http://www.tandfonline.com/action/journalInformation?journalCode=lpde20&show=editorialBoard,http://www.tandfonline.com/doi/abs/10.1080/03605302.2011.631769
COMBUST THEOR MODEL,combustion theory and modelling,3,combustion theory and modelling,,,http://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tctm20#.Vp60dDagRAQ,1,http://www.tandfonline.com/doi/full/10.1080/13647830.2011.630252,http://www.tandfonline.com/toc/tctm20/current,
MATH MODEL ANAL,mathematical modelling and analysis,3,mathematical modelling and analysis,,,http://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tmma20#.Vp1ruZMrLMU,2,http://journalseek.net/cgi-bin/journalseek/journalsearch.cgi?field=issn&query=1392-6292,http://www.tandfonline.com/toc/tmma20/current,
QUAEST MATH,quaestiones mathematicae,3,quaestiones mathematicae,,,http://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tqma20#.Vp2egZMrLMU,2,http://www.tandfonline.com/loi/tqma20,http://www.tandfonline.com/action/journalInformation?journalCode=tqma20&show=editorialBoard,
CRYPTOLOGIA,cryptologia,3,cryptologia,,,http://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ucry20#.Vp2n8ZMrLMU,1,http://www.tandfonline.com/doi/abs/10.1080/01611194.2014.945824?journalCode=ucry20,http://www.tandfonline.com/action/journalInformation?journalCode=ucry20&show=editorialBoard,
TRANSPORT THEOR STAT,transport theory and statistical physics,3,transport theory and statistical physics,,,http://www.tandfonline.com/doi/abs/10.1080/00411450.2013.941269?journalCode=ltty20,1,http://www.tandfonline.com/action/journalInformation?journalCode=ltty20&show=editorialBoard,http://www.tandfonline.com/doi/abs/10.1080/00411450.2013.941269?journalCode=ltty20,
NUMER FUNC ANAL OPT,numerical functional analysis and optimization,3,numerical functional analysis and optimization,,,http://www.tandfonline.com/doi/abs/10.1080/01630563.2014.957993?journalCode=lnfa20,2,http://www.tandfonline.com/doi/abs/10.1080/01630563.2014.957993?journalCode=lnfa20,http://www.tandfonline.com/page/authors/editors,
